video_id,start_time,end_time,video_link,caption,general_nsi,music_nsi,environmental_nsi,extraspeech_nsi,additionalnarrative_nsi,quotedspeech_nsi,misc_nsi,nonenglish_captions
_2X5dMD6rMU,940.84,947.16,https://www.youtube.com/watch?v=_2X5dMD6rMU&t=940,If we start off with... (incomprehensible noise),1,0,1,0,0,0,0,0
_5MWAsyEJNw,9.042,9.109,https://www.youtube.com/watch?v=_5MWAsyEJNw&t=9,&gt;&gt; Reporter: CHRISTIE AND,1,0,0,1,0,0,0,0
_5MWAsyEJNw,9.109,11.811,https://www.youtube.com/watch?v=_5MWAsyEJNw&t=9,&gt;&gt; Reporter: CHRISTIE AND,1,0,0,1,0,0,0,0
_C8kxI8FGok,31.29,34.9,https://www.youtube.com/watch?v=_C8kxI8FGok&t=31,Glaive Storm &lt;Q&gt; launches a wide spread of,0,0,0,0,0,0,0,0
_C8kxI8FGok,38.44,43.04,https://www.youtube.com/watch?v=_C8kxI8FGok&t=38,Use Afterburn &lt;W&gt; to Dash to a target location,0,0,0,0,0,0,0,0
_C8kxI8FGok,47.019,51.29,https://www.youtube.com/watch?v=_C8kxI8FGok&t=47,Celerity &lt;E&gt; grants a powerful Attack Speed,0,0,0,0,0,0,0,0
_cc934JRr6I,8.17,14.869,https://www.youtube.com/watch?v=_cc934JRr6I&t=8,"""that"" clauses. Okay, this is going to help",1,0,0,0,0,1,0,0
_cc934JRr6I,38.06,45.616,https://www.youtube.com/watch?v=_cc934JRr6I&t=38,"means and what a ""that"" clause is. So we have",1,0,0,0,0,1,0,0
_cc934JRr6I,45.67,52.12,https://www.youtube.com/watch?v=_cc934JRr6I&t=45,"that we lived in a heliocentric universe.""",1,0,0,0,0,1,0,0
_cc934JRr6I,55.687,67.741,https://www.youtube.com/watch?v=_cc934JRr6I&t=55,"So here we have ""it was claimed"". Now this",1,0,0,0,0,1,0,0
_cc934JRr6I,67.77,78.091,https://www.youtube.com/watch?v=_cc934JRr6I&t=67,"was claimed."" By who? By Copernicus, and here",1,0,0,0,0,1,0,0
_cc934JRr6I,78.17,83.829,https://www.youtube.com/watch?v=_cc934JRr6I&t=78,"Well, we do live, ""in a",1,0,0,0,0,1,0,0
_cc934JRr6I,97.979,105.169,https://www.youtube.com/watch?v=_cc934JRr6I&t=97,"What was believed? What was said ""that we lived",1,0,0,0,0,1,0,0
_cc934JRr6I,130.259,138.959,https://www.youtube.com/watch?v=_cc934JRr6I&t=130,"again, you have ""it"", plus the verb ""to be"",",1,0,0,0,0,1,0,0
_cc934JRr6I,138.959,144.689,https://www.youtube.com/watch?v=_cc934JRr6I&t=138,"Here, you don't have to say ""by"" because it",1,0,0,0,0,1,0,0
_cc934JRr6I,149.7,157.751,https://www.youtube.com/watch?v=_cc934JRr6I&t=149,"by many people? ""That Michael Jordan was the best",1,0,0,0,0,1,0,0
_cc934JRr6I,157.829,164.34,https://www.youtube.com/watch?v=_cc934JRr6I&t=157,"Now let's look at the third example. ""It is",1,0,0,0,0,1,0,0
_cc934JRr6I,170.81,177.62,https://www.youtube.com/watch?v=_cc934JRr6I&t=170,"is a theory of conspiracy theorists. ""It is",1,0,0,0,0,1,0,0
_cc934JRr6I,177.62,184.459,https://www.youtube.com/watch?v=_cc934JRr6I&t=177,"Okay? So now that we have the structure: ""it"", plus",1,0,0,0,0,1,0,0
_cc934JRr6I,190.61,196.15,https://www.youtube.com/watch?v=_cc934JRr6I&t=190,"""that"" clauses. So we have -- and you can work",1,0,0,0,0,1,0,0
_cc934JRr6I,196.15,203.15,https://www.youtube.com/watch?v=_cc934JRr6I&t=196,"a debate with somebody; ""allege"", ""assume"",",1,0,0,0,0,1,0,0
_cc934JRr6I,210.93,220.247,https://www.youtube.com/watch?v=_cc934JRr6I&t=210,"""postulate"", ""predict"", ""say"",",1,0,0,0,0,1,0,0
_cc934JRr6I,220.287,228.983,https://www.youtube.com/watch?v=_cc934JRr6I&t=220,"Many of these verbs simply mean ""it was said"",",1,0,0,0,0,1,0,0
_cc934JRr6I,229.06,237.171,https://www.youtube.com/watch?v=_cc934JRr6I&t=229,"most of you probably know verbs like ""believe"",",1,0,0,0,0,1,0,0
_cc934JRr6I,237.23,244.564,https://www.youtube.com/watch?v=_cc934JRr6I&t=237,"but verbs such as ""allege"" or ""postulate""",1,0,0,0,0,1,0,0
_cc934JRr6I,257.75,266.599,https://www.youtube.com/watch?v=_cc934JRr6I&t=257,"We have ""allege"". ""Allege"" is similar to ""assume"", okay?",1,0,0,0,0,1,0,0
_cc934JRr6I,274.03,281.03,https://www.youtube.com/watch?v=_cc934JRr6I&t=274,"Copernicus"", ""it was claimed by Copernicus"",",1,0,0,0,0,1,0,0
_cc934JRr6I,281.068,292.216,https://www.youtube.com/watch?v=_cc934JRr6I&t=281,"Okay? ""Claimed"" -- if a person makes a ""claim"", they are",1,0,0,0,0,1,0,0
_cc934JRr6I,292.286,298.227,https://www.youtube.com/watch?v=_cc934JRr6I&t=292,"So again just like we have here, ""It was claimed",1,0,0,0,0,1,0,0
_cc934JRr6I,298.274,305.71,https://www.youtube.com/watch?v=_cc934JRr6I&t=298,"you understand ""fear"", ""feel"". ""Hold"" -- okay,",1,0,0,0,0,1,0,0
_cc934JRr6I,311.8,318.669,https://www.youtube.com/watch?v=_cc934JRr6I&t=311,"If I say, ""It is held by many people that Michael",1,0,0,0,0,1,0,0
_cc934JRr6I,318.669,324.31,https://www.youtube.com/watch?v=_cc934JRr6I&t=318,"all time."", they hold that belief to be true.",1,0,0,0,0,1,0,0
_Er1G3xwDMU,54.128,56.926,https://www.youtube.com/watch?v=_Er1G3xwDMU&t=54,"MARIA: WELL, THAT WAS SENATOR",1,0,0,1,0,0,0,0
_Er1G3xwDMU,59.372,62.663,https://www.youtube.com/watch?v=_Er1G3xwDMU&t=59,"WITH ME YESTERDAY ON ""SUNDAY",1,0,0,0,0,1,0,0
_Er1G3xwDMU,62.674,63.786,https://www.youtube.com/watch?v=_Er1G3xwDMU&t=62,"MORNING FUTURES"" OUTLINING",1,0,0,0,0,1,0,0
_Er1G3xwDMU,128.355,129.93,https://www.youtube.com/watch?v=_Er1G3xwDMU&t=128,"MARIA: LOOK, SHE’S AN",1,0,0,1,0,0,0,0
_Er1G3xwDMU,181.108,181.872,https://www.youtube.com/watch?v=_Er1G3xwDMU&t=181,MARIA: YEAH.,1,0,0,1,0,0,0,0
_Er1G3xwDMU,250.129,250.995,https://www.youtube.com/watch?v=_Er1G3xwDMU&t=250,MARIA: YEAH.,1,0,0,1,0,0,0,0
_Er1G3xwDMU,328.362,329.795,https://www.youtube.com/watch?v=_Er1G3xwDMU&t=328,"MARIA: WELL, I THINK THAT’S A",1,0,0,1,0,0,0,0
_FydAuj2_Ow,0.4,2.24,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=0,(military drums),1,0,1,0,0,0,0,0
_FydAuj2_Ow,43.56,44.52,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=43,(both),1,0,0,0,0,0,1,0
_FydAuj2_Ow,79.82,81.38,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=79,(montage music),1,1,0,0,0,0,0,0
_FydAuj2_Ow,81.82,83.3,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=81,(train whistle),1,0,1,0,0,0,0,0
_FydAuj2_Ow,86.78,89.86,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=86,(sirens and fire noises),1,0,1,0,0,0,0,0
_FydAuj2_Ow,94.24,97.24,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=94,(horns honking),1,0,1,0,0,0,0,0
_FydAuj2_Ow,98.38,101.08,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=98,(boat sounds),1,0,1,0,0,0,0,0
_FydAuj2_Ow,115.28,117.12,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=115,(cell phone ringing),1,0,1,0,0,0,0,0
_FydAuj2_Ow,131.76,135.28,https://www.youtube.com/watch?v=_FydAuj2_Ow&t=131,"This episode of ""So True, Y'all"" is brought to you by Sevierville, Tennessee.",1,0,0,0,0,1,0,0
_GBCIqPF_K0,112.377,114.047,https://www.youtube.com/watch?v=_GBCIqPF_K0&t=112,2:00 TODAY AT THIS HEARING AND,0,0,0,0,0,0,0,0
_GBCIqPF_K0,138.971,139.739,https://www.youtube.com/watch?v=_GBCIqPF_K0&t=138,OF WHAT COMES OUT OF THE 2:00,0,0,0,0,0,0,0,0
_gvZhv_kuIs,32.08,33.08,https://www.youtube.com/watch?v=_gvZhv_kuIs&t=32,first name] Kim -- including a new roster,1,0,0,0,1,0,0,0
_gvZhv_kuIs,122.09,132.189,https://www.youtube.com/watch?v=_gvZhv_kuIs&t=122,What should fans expect to see from the title?],1,0,0,0,1,0,0,0
_gvZhv_kuIs,170.34,175.749,https://www.youtube.com/watch?v=_gvZhv_kuIs&t=170,"This Tuesday's episode titled ""The Well"" kicks",1,0,0,0,0,1,0,0
_gvZhv_kuIs,199.219,202.199,https://www.youtube.com/watch?v=_gvZhv_kuIs&t=199,on ABC] and catch Marvel's Thor The Dark World,1,0,0,0,1,0,0,0
_gvZhv_kuIs,229.469,230.469,https://www.youtube.com/watch?v=_gvZhv_kuIs&t=229,"Saying: ""The Watcher.",1,0,0,0,0,1,0,0
_gvZhv_kuIs,230.469,233.379,https://www.youtube.com/watch?v=_gvZhv_kuIs&t=230,"I mean, he just..like..stares at you.""",1,0,0,0,0,1,0,0
_GWZm0Vx9PU,0.684,3.58,https://www.youtube.com/watch?v=_GWZm0Vx9PU&t=0,(upbeat music),1,1,0,0,0,0,0,0
_Hk0xb7bO2c,7.651,10.318,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=7,(hip hop music),1,1,0,0,0,0,0,0
_Hk0xb7bO2c,35.24,37.971,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=35,(audience applauding),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,43.682,45.212,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=43,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,53.197,54.87,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=53,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,83.614,86.216,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=83,"""You're the bacon man"" type of way,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,106.492,107.563,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=106,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,116.552,118.019,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=116,"what it was, it was like 2:00 AM.",0,0,0,0,0,0,0,0
_Hk0xb7bO2c,129.445,131.413,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=129,"I'm like, ""Water, water!""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,131.413,134.015,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=131,"I'm grabbing, I'm like, ""Water,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,134.015,134.977,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=134,"""I need it!""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,137.683,140.629,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=137,"This guy's like, ""I dare you to chug it.""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,143.508,145.815,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=143,"I was like, ""I dare you",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,154.11,155.076,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=154,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,160.78,161.872,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=160,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,178.389,181.889,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=178,"I was like, ""It's weird, why is it weird?""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,184.848,187.208,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=184,"I was like, ""Why does it look weird?""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,192.402,194.455,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=192,"and I was like, ""Why is it,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,194.455,199.053,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=194,"""It's electrolytes, please",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,199.053,200.532,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=199,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,200.532,202.365,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=200,"And he was like, ""GHB.",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,203.925,206.615,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=203,"""Molly water, cocaine, drugs.""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,252.37,253.203,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=252,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,267.641,269.046,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=267,"""No, I fucking need this.",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,269.046,272.485,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=269,"""You leave me, I need",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,272.485,274.187,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=272,"""I need that in my life!""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,301.175,303.856,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=301,"And I don't say ""What",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,306.339,310.151,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=306,"And he was like, ""My name's",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,310.151,311.637,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=310,"""And I moved to Oklahoma.",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,311.637,313.627,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=311,"""I got my legs cut off by a train,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,313.627,315.407,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=313,"""And Oprah gave me these wooden legs",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,315.407,317.314,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=315,"""and I outgrew them.""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,317.314,318.617,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=317,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,318.617,321.67,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=318,"I'm like, ""Yeah, Oprah okay,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,321.67,322.75,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=321,"""Why are my pants on inside out?",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,322.75,324.682,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=322,"""Who are you Russian man?""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,326.353,327.475,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=326,"""I'm gonna head outta here.""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,334.598,335.547,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=334,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,337.115,338.367,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=337,"""I'm Point Man.""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,338.367,339.354,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=338,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,339.354,340.378,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=339,"I'm like, ""What's up, Point Man?""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,340.378,341.524,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=340,"He's like, ""Why don't you",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,350.128,351.195,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=350,"""Let me tell you something about this idea",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,351.195,352.591,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=351,"""I got called Tit Pillows.""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,357.476,359.275,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=357,"He was like, ""So you basically collaborate",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,359.275,361.272,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=359,"""with plastic surgeon that specializes",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,361.272,363.191,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=361,"""in breast reduction,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,363.191,364.803,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=363,"""we're gonna put em in pillows,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,364.803,367.013,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=364,"""and in various shapes and sizes.",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,367.013,369.526,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=367,"""Brown tits, Asian tits, white tits,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,369.526,370.482,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=369,"""whatever you want, bro.""",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,370.482,374.482,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=370,"He was like, ""You're gonna",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,384.068,386.673,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=384,"And I'm like, ""Dude, I'm",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,397.285,399.763,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=397,"And I'm like, ""Alright,",1,0,0,0,0,1,0,0
_Hk0xb7bO2c,404.239,405.68,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=404,(audience laughing),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,426.263,427.228,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=426,(hip hop music),1,1,0,0,0,0,0,0
_Hk0xb7bO2c,427.228,430.395,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=427,(audience applauding),1,0,1,0,0,0,0,0
_Hk0xb7bO2c,450.39,453.39,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=450,(electronic sounds),1,0,1,0,0,0,0,0
_iFiCNr1qNY,7.641,8.108,https://www.youtube.com/watch?v=_iFiCNr1qNY&t=7,( LAUGHTER ).,1,0,1,0,0,0,0,0
_iFiCNr1qNY,103.504,106.84,https://www.youtube.com/watch?v=_iFiCNr1qNY&t=103,♪ WEREWOLVES OF LONDON ♪ ♪.,1,1,0,1,0,0,0,0
_iYC-qziWXU,79.979,80.046,https://www.youtube.com/watch?v=_iYC-qziWXU&t=79,&gt;&gt; Reporter: IT IS DISTRESSING.,1,0,0,1,0,0,0,0
_iYC-qziWXU,80.046,83.249,https://www.youtube.com/watch?v=_iYC-qziWXU&t=80,&gt;&gt; Reporter: IT IS DISTRESSING.,1,0,0,1,0,0,0,0
_iYC-qziWXU,90.022,90.089,https://www.youtube.com/watch?v=_iYC-qziWXU&t=90,WAS DOING AT ABOUT 5:00 A.M. ON,0,0,0,0,0,0,0,0
_iYC-qziWXU,90.089,91.69,https://www.youtube.com/watch?v=_iYC-qziWXU&t=90,WAS DOING AT ABOUT 5:00 A.M. ON,0,0,0,0,0,0,0,0
_iYC-qziWXU,195.995,196.062,https://www.youtube.com/watch?v=_iYC-qziWXU&t=195,"HE WENT BY THE NAME ""REEFER"" AND",1,0,0,0,0,1,0,0
_iYC-qziWXU,196.062,197.062,https://www.youtube.com/watch?v=_iYC-qziWXU&t=196,"HE WENT BY THE NAME ""REEFER"" AND",1,0,0,0,0,1,0,0
_kGE9DqZaME,3.227,3.973,https://www.youtube.com/watch?v=_kGE9DqZaME&t=3,♪.,1,1,0,0,0,0,0,0
_kGE9DqZaME,4.007,6.268,https://www.youtube.com/watch?v=_kGE9DqZaME&t=4,"LARRY: HELLO, FOLKS, WELCOME TO",1,0,0,1,0,0,0,0
_kGE9DqZaME,6.269,7.979,https://www.youtube.com/watch?v=_kGE9DqZaME&t=6,"""KUDLOW,"" I’M LARRY KUDLOW.",1,0,0,0,0,1,0,0
_kGE9DqZaME,18.373,20.373,https://www.youtube.com/watch?v=_kGE9DqZaME&t=18,AT 10:15 THIS MORNING ENERGY,0,0,0,0,0,0,0,0
_kGE9DqZaME,24.315,26.563,https://www.youtube.com/watch?v=_kGE9DqZaME&t=24,"THEN AT 3:30 THIS AFTERNOON,",0,0,0,0,0,0,0,0
_kGE9DqZaME,37.028,39.225,https://www.youtube.com/watch?v=_kGE9DqZaME&t=37,"PRESIDENT BIDEN: TOGETHER, WE’RE",1,0,0,1,0,0,0,0
_kGE9DqZaME,43.272,45.534,https://www.youtube.com/watch?v=_kGE9DqZaME&t=43,"LARRY: WELL, WAIT A MINUTE.",1,0,0,1,0,0,0,0
_OzH-MW-KvU,35.168,35.235,https://www.youtube.com/watch?v=_OzH-MW-KvU&t=35,[ APPLAUSE ],1,0,1,0,0,0,0,0
_OzH-MW-KvU,35.235,36.302,https://www.youtube.com/watch?v=_OzH-MW-KvU&t=35,[ APPLAUSE ],1,0,1,0,0,0,0,0
_rLiPQ-bnX0,264.33,273.772,https://www.youtube.com/watch?v=_rLiPQ-bnX0&t=264,"YELL ""FIRE"" IN A",1,0,0,0,0,1,0,0
_rLiPQ-bnX0,273.772,274.973,https://www.youtube.com/watch?v=_rLiPQ-bnX0&t=273,"YELL ""FIRE"" IN A",1,0,0,0,0,1,0,0
_rLiPQ-bnX0,355.755,355.888,https://www.youtube.com/watch?v=_rLiPQ-bnX0&t=355,"TIMES"" LEGAL MAGAZTETL",1,0,0,0,0,1,0,0
