video_id,start_time,end_time,video_link,caption,general_nsi,music_nsi,environmental_nsi,extraspeech_nsi,additionalnarrative_nsi,quotedspeech_nsi,misc_nsi,nonenglish_captions,nsi_text,coarse_template,fine_template
_Hk0xb7bO2c,427.228,430.395,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=427,(audience applauding),1,0,1,0,0,0,0,0,audience applauding,NOUN + VERB,NN + VBG
_Hk0xb7bO2c,450.39,453.39,https://www.youtube.com/watch?v=_Hk0xb7bO2c&t=450,(electronic sounds),1,0,1,0,0,0,0,0,electronic sounds,ADJ + NOUN,JJ + NNS
_iFiCNr1qNY,7.641,8.108,https://www.youtube.com/watch?v=_iFiCNr1qNY&t=7,( LAUGHTER ).,1,0,1,0,0,0,0,0,LAUGHTER,NOUN,NN
_OzH-MW-KvU,35.168,35.235,https://www.youtube.com/watch?v=_OzH-MW-KvU&t=35,[ APPLAUSE ],1,0,1,0,0,0,0,0,APPLAUSE,NOUN,NN
_OzH-MW-KvU,35.235,36.302,https://www.youtube.com/watch?v=_OzH-MW-KvU&t=35,[ APPLAUSE ],1,0,1,0,0,0,0,0,APPLAUSE,NOUN,NN
_rQo5iBoJJ8,27.205,28.44,https://www.youtube.com/watch?v=_rQo5iBoJJ8&t=27,(bleep) all these comments.,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
_rQo5iBoJJ8,121.985,123.984,https://www.youtube.com/watch?v=_rQo5iBoJJ8&t=121,(laughs),1,0,1,0,0,0,0,0,laughs,NOUN,NNS
_rQo5iBoJJ8,252.446,253.545,https://www.youtube.com/watch?v=_rQo5iBoJJ8&t=252,(laughs),1,0,1,0,0,0,0,0,laughs,NOUN,NNS
_t7fWxgVkcE,587.403,636,https://www.youtube.com/watch?v=_t7fWxgVkcE&t=587,♪ [music] ♪,1,1,0,0,0,0,0,0,music,NOUN,NN
_v8djiasG0Q,0,5.09,https://www.youtube.com/watch?v=_v8djiasG0Q&t=0,[MUSIC PLAYING],1,1,0,0,0,0,0,0,MUSIC PLAYING,NOUN + VERB,NN + VBG
-2U0Ivkn2Ds,0.257,2.674,https://www.youtube.com/watch?v=-2U0Ivkn2Ds&t=0,(slow music),1,1,0,0,0,0,0,0,slow music,ADJ + NOUN,JJ + NN
-CWJYxIvoFQ,0.6,2.902,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=0,(bell tones),1,1,1,0,0,0,0,0,bell tones,NOUN + NOUN,NN + NNS
-CWJYxIvoFQ,6.873,9.976,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=6,(gentle piano music),1,1,0,0,0,0,0,0,gentle piano music,ADJ + NOUN + NOUN,JJ + NN + NN
-CWJYxIvoFQ,74.24,77.177,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=74,(soft piano notes),1,1,0,0,0,0,0,0,soft piano notes,ADJ + NOUN + NOUN,JJ + NN + NNS
-CWJYxIvoFQ,202.535,205.872,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=202,(bouncy positive music),1,1,0,0,0,0,0,0,bouncy positive music,VERB + ADJ + NOUN,VB + JJ + NN
-CWJYxIvoFQ,278.511,281.414,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=278,(soft piano notes),1,1,0,0,0,0,0,0,soft piano notes,ADJ + NOUN + NOUN,JJ + NN + NNS
-CWJYxIvoFQ,578.711,582.748,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=578,(pleasant bouncy music),1,1,0,0,0,0,0,0,pleasant bouncy music,ADJ + NOUN + NOUN,JJ + NN + NN
-CWJYxIvoFQ,947.613,951.183,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=947,(soft playful piano notes),1,1,0,0,0,0,0,0,soft playful piano notes,ADJ + ADJ + NOUN + NOUN,JJ + JJ + NN + NNS
-CWJYxIvoFQ,1053.986,1057.222,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1053,(cheerful piano music),1,1,0,0,0,0,0,0,cheerful piano music,ADJ + NOUN + NOUN,JJ + NN + NN
-CWJYxIvoFQ,1109.608,1112.711,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1109,(gentle piano notes),1,1,0,0,0,0,0,0,gentle piano notes,ADJ + NOUN + NOUN,JJ + NN + NNS
-CWJYxIvoFQ,1239.104,1242.274,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1239,(soft cheerful music),1,1,0,0,0,0,0,0,soft cheerful music,ADJ + ADJ + NOUN,JJ + JJ + NN
-CWJYxIvoFQ,1292.591,1295.494,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1292,(soft piano notes),1,1,0,0,0,0,0,0,soft piano notes,ADJ + NOUN + NOUN,JJ + NN + NNS
-CWJYxIvoFQ,1479.211,1482.113,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1479,(soft piano notes),1,1,0,0,0,0,0,0,soft piano notes,ADJ + NOUN + NOUN,JJ + NN + NNS
-CWJYxIvoFQ,582.748,584.784,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=582,- [Nurse] Just above it.,1,0,0,1,0,0,0,0,Nurse,NOUN,NN
-CWJYxIvoFQ,1058.49,1059.892,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1058,(baby whimpers),1,0,1,0,0,0,0,0,baby whimpers,NOUN + NOUN,NN + NNS
-CWJYxIvoFQ,1180.245,1181.48,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1180,(shushes),1,0,1,0,0,0,0,0,shushes,NOUN,NNS
-CWJYxIvoFQ,1326.091,1327.459,https://www.youtube.com/watch?v=-CWJYxIvoFQ&t=1326,- [Woman Red Top],1,0,0,1,0,0,0,0,Woman Red Top,NOUN + ADJ + NOUN,NN + JJ + NN
-E7K5D_OGvU,133.1,135.683,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=133,(upbeat music),1,1,0,0,0,0,0,0,upbeat music,ADJ + NOUN,JJ + NN
-E7K5D_OGvU,0.32,2.95,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=0,- [Narrator] This fuzzy,1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-E7K5D_OGvU,40.23,41.8,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=40,"- [Narrator] Oh, sorry, and you are?",1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-E7K5D_OGvU,48.723,50.43,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=48,- [Narrator] And there's one online trend,1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-E7K5D_OGvU,66.6,68.25,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=66,"- [Narrator] Ah, no.",1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-E7K5D_OGvU,71,72.332,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=71,- [Narrator] These guys,1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-E7K5D_OGvU,83.95,84.975,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=83,- [Narrator] Sorry about that guys.,1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-E7K5D_OGvU,91.17,92.93,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=91,- [Cassyanna] Around the,1,0,0,1,0,0,0,0,Cassyanna,PROPN,NNP
-E7K5D_OGvU,103.15,104.09,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=103,"- [Narrator] We have to know,",1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-E7K5D_OGvU,106.54,107.73,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=106,"- [Cassyanna] Yeah, they're",1,0,0,1,0,0,0,0,Cassyanna,PROPN,NNP
-E7K5D_OGvU,129.76,133.1,https://www.youtube.com/watch?v=-E7K5D_OGvU&t=129,"- [Narrator] So finally,",1,0,0,1,0,0,0,0,Narrator,NOUN,NN
-F8-auGIUpk,83.371,88.319,https://www.youtube.com/watch?v=-F8-auGIUpk&t=83,"[Laughter] It's a big difference, isn't it?",1,0,1,0,0,0,0,0,Laughter,NOUN,NN
-F8-auGIUpk,390.863,396.808,https://www.youtube.com/watch?v=-F8-auGIUpk&t=390,[Laughter/Applause],1,0,1,0,0,0,0,0,Laughter/Applause,NOUN + NOUN,NN + NN
-F8-auGIUpk,415.867,419.704,https://www.youtube.com/watch?v=-F8-auGIUpk&t=415,"it says, 'Divine is here also.' [Laughter]",1,0,1,0,0,1,0,0,Laughter,NOUN,NN
-F8-auGIUpk,431.869,436.582,https://www.youtube.com/watch?v=-F8-auGIUpk&t=431,It is one of the most... [Laughter],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
-F8-auGIUpk,695.352,701.67,https://www.youtube.com/watch?v=-F8-auGIUpk&t=695,The moral of the story is... [Laughter],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
-gN42l7BAjY,34.018,35.9,https://www.youtube.com/watch?v=-gN42l7BAjY&t=34,[MUSIC],1,1,0,0,0,0,0,0,MUSIC,NOUN,NN
-gN42l7BAjY,62.205,72.305,https://www.youtube.com/watch?v=-gN42l7BAjY&t=62,&gt;&gt; [MUSIC],1,1,0,0,0,0,0,0,MUSIC,NOUN,NN
-gN42l7BAjY,79.613,80.832,https://www.youtube.com/watch?v=-gN42l7BAjY&t=79,[MUSIC],1,1,0,0,0,0,0,0,MUSIC,NOUN,NN
-gN42l7BAjY,102.433,112.433,https://www.youtube.com/watch?v=-gN42l7BAjY&t=102,[MUSIC],1,1,0,0,0,0,0,0,MUSIC,NOUN,NN
-gN42l7BAjY,150.487,159.183,https://www.youtube.com/watch?v=-gN42l7BAjY&t=150,&gt;&gt; [MUSIC],1,1,0,0,0,0,0,0,MUSIC,NOUN,NN
-gN42l7BAjY,0.008,4.855,https://www.youtube.com/watch?v=-gN42l7BAjY&t=0,&gt;&gt; Tony Stark: [NOISE] Avenger's assemble.,1,0,1,1,0,0,0,0,NOISE,PROPN,NNP
-gN42l7BAjY,24.495,25.23,https://www.youtube.com/watch?v=-gN42l7BAjY&t=24,[SOUND],1,0,1,0,0,0,0,0,SOUND,VERB,VB
-gN42l7BAjY,75.864,78.708,https://www.youtube.com/watch?v=-gN42l7BAjY&t=75,&gt;&gt; [LAUGH],1,0,1,0,0,0,0,0,LAUGH,VERB,VB
-gN42l7BAjY,78.708,79.613,https://www.youtube.com/watch?v=-gN42l7BAjY&t=78,&gt;&gt; [SOUND],1,0,1,0,0,0,0,0,SOUND,VERB,VB
-gN42l7BAjY,80.832,87.769,https://www.youtube.com/watch?v=-gN42l7BAjY&t=80,&gt;&gt; [SOUND],1,0,1,0,0,0,0,0,SOUND,VERB,VB
-gN42l7BAjY,101.817,102.433,https://www.youtube.com/watch?v=-gN42l7BAjY&t=101,[SOUND],1,0,1,0,0,0,0,0,SOUND,VERB,VB
-gN42l7BAjY,124.95,130.914,https://www.youtube.com/watch?v=-gN42l7BAjY&t=124,&gt;&gt; Steve Caballero: [SOUND] Oh and,1,0,1,1,0,0,0,0,SOUND,VERB,VB
-gN42l7BAjY,167.827,172.092,https://www.youtube.com/watch?v=-gN42l7BAjY&t=167,"&gt;&gt; [SOUND] Marvel, your universe.",1,0,1,0,0,0,0,0,SOUND,VERB,VB
-iz_mVgEzqg,10.209,11.411,https://www.youtube.com/watch?v=-iz_mVgEzqg&t=10,- [laughs],1,0,1,0,0,0,0,0,laughs,NOUN,NNS
-iz_mVgEzqg,20.853,22.555,https://www.youtube.com/watch?v=-iz_mVgEzqg&t=20,[laughs],1,0,1,0,0,0,0,0,laughs,NOUN,NNS
-iz_mVgEzqg,64.23,65.364,https://www.youtube.com/watch?v=-iz_mVgEzqg&t=64,- [laughs],1,0,1,0,0,0,0,0,laughs,NOUN,NNS
-iz_mVgEzqg,113.379,115.515,https://www.youtube.com/watch?v=-iz_mVgEzqg&t=113,[laughter],1,0,1,0,0,0,0,0,laughter,NOUN,NN
-iz_mVgEzqg,126.292,128.661,https://www.youtube.com/watch?v=-iz_mVgEzqg&t=126,[laughter],1,0,1,0,0,0,0,0,laughter,NOUN,NN
-JgRD66yB5w,0,7.01,https://www.youtube.com/watch?v=-JgRD66yB5w&t=0,[MUSIC PLAYING],1,1,0,0,0,0,0,0,MUSIC PLAYING,NOUN + VERB,NN + VBG
-JgRD66yB5w,7.01,7.242,https://www.youtube.com/watch?v=-JgRD66yB5w&t=7,GIRL: [SINGING],1,1,0,1,0,0,0,0,SINGING,VERB,VBG
-JgRD66yB5w,106.32,106.52,https://www.youtube.com/watch?v=-JgRD66yB5w&t=106,ELMO: [SINGING],1,1,0,1,0,0,0,0,SINGING,VERB,VBG
-JgRD66yB5w,110.82,111.02,https://www.youtube.com/watch?v=-JgRD66yB5w&t=110,VELVET: [SINGING],1,1,0,1,0,0,0,0,SINGING,VERB,VBG
-JgRD66yB5w,57.4,61.48,https://www.youtube.com/watch?v=-JgRD66yB5w&t=57,[CRASH],1,0,1,0,0,0,0,0,CRASH,NOUN,NN
-kSDxxLJOVc,3.727,6.162,https://www.youtube.com/watch?v=-kSDxxLJOVc&t=3,[LAUGHTER],1,0,1,0,0,0,0,0,LAUGHTER,NOUN,NN
-L3-56y72Qk,1.034,4.437,https://www.youtube.com/watch?v=-L3-56y72Qk&t=1,(light electronic music),1,1,0,0,0,0,0,0,light electronic music,ADJ + ADJ + NOUN,JJ + JJ + NN
-L3-56y72Qk,150.884,152.852,https://www.youtube.com/watch?v=-L3-56y72Qk&t=150,(laughter),1,0,1,0,0,0,0,0,laughter,NOUN,NN
-L3-56y72Qk,170.37,171.538,https://www.youtube.com/watch?v=-L3-56y72Qk&t=170,- [Gabe] Okay.,1,0,0,1,0,0,0,0,Gabe,PROPN,NNP
-L3-56y72Qk,227.694,229.929,https://www.youtube.com/watch?v=-L3-56y72Qk&t=227,(slurping),1,0,1,0,0,0,0,0,slurping,VERB,VBG
-qCanuYrR0g,0.93,4.185,https://www.youtube.com/watch?v=-qCanuYrR0g&t=0,[MUSIC PLAYING],1,1,0,0,0,0,0,0,MUSIC PLAYING,NOUN + VERB,NN + VBG
-qCanuYrR0g,0,0.93,https://www.youtube.com/watch?v=-qCanuYrR0g&t=0,[BEEP],1,0,1,0,0,0,0,0,BEEP,NOUN,NN
-qCanuYrR0g,26.792,27.78,https://www.youtube.com/watch?v=-qCanuYrR0g&t=26,[PHONE RINGING],1,0,1,0,0,0,0,0,PHONE RINGING,NOUN + NOUN,NN + NN
-qCanuYrR0g,66.094,67.056,https://www.youtube.com/watch?v=-qCanuYrR0g&t=66,[BEEP],1,0,1,0,0,0,0,0,BEEP,NOUN,NN
-qCanuYrR0g,75.233,76.195,https://www.youtube.com/watch?v=-qCanuYrR0g&t=75,[LAUGHTER],1,0,1,0,0,0,0,0,LAUGHTER,NOUN,NN
-sxrE2KPeFQ,221.02,224.624,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=221,(continues mumble rapping),1,1,0,0,0,0,0,0,continues mumble rapping,VERB + ADJ + NOUN,VBZ + JJ + NN
-sxrE2KPeFQ,48.747,51.584,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=48,(cheering and applause),1,0,1,0,0,0,0,0,cheering and applause,VERB + CCONJ + NOUN,VBG + CC + NN
-sxrE2KPeFQ,128.761,131.464,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=128,"-Yeah. (laughs) -So, like,",1,0,1,0,0,0,0,0,laughs,NOUN,NNS
-sxrE2KPeFQ,195.427,197.664,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=195,"(applause, whooping, cheering)",1,0,1,0,0,0,0,0,"applause, whooping, cheering",NOUN + NOUN + VERB,NN + NN + VBG
-sxrE2KPeFQ,212.678,213.846,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=212,"-(cheering, applause)",1,0,1,0,0,0,0,0,"cheering, applause",VERB + NOUN,VBG + NN
-sxrE2KPeFQ,230.663,232.765,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=230,"-(cheering, applause)",1,0,1,0,0,0,0,0,"cheering, applause",VERB + NOUN,VBG + NN
-sxrE2KPeFQ,352.951,355.554,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=352,"(whooping, cheering)",1,0,1,0,0,0,0,0,"whooping, cheering",ADJ + VERB,JJ + VBG
-sxrE2KPeFQ,381.18,384.717,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=381,"-(cheering, applause)",1,0,1,0,0,0,0,0,"cheering, applause",VERB + NOUN,VBG + NN
-sxrE2KPeFQ,391.223,392.925,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=391,(laughter),1,0,1,0,0,0,0,0,laughter,NOUN,NN
-sxrE2KPeFQ,396.161,398.297,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=396,-(man speaks indistinctly),1,0,0,1,0,0,0,0,man speaks indistinctly,NOUN + VERB + ADV,NN + VBZ + RB
-sxrE2KPeFQ,398.33,401.066,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=398,"-(cheering, applause)",1,0,1,0,0,0,0,0,"cheering, applause",VERB + NOUN,VBG + NN
-sxrE2KPeFQ,407.739,409.341,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=407,(laughter),1,0,1,0,0,0,0,0,laughter,NOUN,NN
-sxrE2KPeFQ,411.977,414.68,https://www.youtube.com/watch?v=-sxrE2KPeFQ&t=411,-(cheering),1,0,1,0,0,0,0,0,cheering,VERB,VBG
-t686SlZVe4,51.463,53.194,https://www.youtube.com/watch?v=-t686SlZVe4&t=51,(all laughing),1,0,1,0,0,0,0,0,all laughing,PRON + VERB,DT + VBG
-t686SlZVe4,53.194,54.373,https://www.youtube.com/watch?v=-t686SlZVe4&t=53,(laughing fades),1,0,1,0,0,0,0,0,laughing fades,VERB + NOUN,VBG + NNS
-t686SlZVe4,92.864,94.463,https://www.youtube.com/watch?v=-t686SlZVe4&t=92,(buzzer sounds),1,0,1,0,0,0,0,0,buzzer sounds,NOUN + VERB,NN + VBZ
-t686SlZVe4,101.583,103.834,https://www.youtube.com/watch?v=-t686SlZVe4&t=101,(dog barking),1,0,1,0,0,0,0,0,dog barking,NOUN + NOUN,NN + NN
-t686SlZVe4,122.433,124.134,https://www.youtube.com/watch?v=-t686SlZVe4&t=122,(blows raspberry),1,0,1,0,0,0,0,0,blows raspberry,VERB + NOUN,VBZ + NN
-t686SlZVe4,148.164,150.283,https://www.youtube.com/watch?v=-t686SlZVe4&t=148,(sniffles):,1,0,1,0,0,0,0,0,sniffles,VERB,VBZ
-TFK1_cD35k,149.848,152.886,https://www.youtube.com/watch?v=-TFK1_cD35k&t=149,[audience cheers and applause],1,0,1,0,0,0,0,0,audience cheers and applause,NOUN + NOUN + CCONJ + NOUN,NN + NNS + CC + NN
-Ut_I4_wd9I,8.909,10.444,https://www.youtube.com/watch?v=-Ut_I4_wd9I&t=8,(cheering and applause),1,0,1,0,0,0,0,0,cheering and applause,VERB + CCONJ + NOUN,VBG + CC + NN
-Ut_I4_wd9I,16.25,18.518,https://www.youtube.com/watch?v=-Ut_I4_wd9I&t=16,(female reporter),1,0,0,1,0,0,0,0,female reporter,ADJ + NOUN,JJ + NN
-Ut_I4_wd9I,37.237,39.406,https://www.youtube.com/watch?v=-Ut_I4_wd9I&t=37,(laughter),1,0,1,0,0,0,0,0,laughter,NOUN,NN
-Ut_I4_wd9I,62.829,65.632,https://www.youtube.com/watch?v=-Ut_I4_wd9I&t=62,(whooping and applause),1,0,1,0,0,0,0,0,whooping and applause,NOUN + CCONJ + NOUN,NN + CC + NN
-Ut_I4_wd9I,92.392,93.894,https://www.youtube.com/watch?v=-Ut_I4_wd9I&t=92,(laughter),1,0,1,0,0,0,0,0,laughter,NOUN,NN
-Ut_I4_wd9I,129.83,132.733,https://www.youtube.com/watch?v=-Ut_I4_wd9I&t=129,"(laughter, cheering, applause)",1,0,1,0,0,0,0,0,"laughter, cheering, applause",NOUN + NOUN + NOUN,NN + NN + NN
-VS2g39-9qc,0.633,2.002,https://www.youtube.com/watch?v=-VS2g39-9qc&t=0,♪ (MELLOW MUSIC PLAYS) ♪,1,1,0,1,0,0,0,0,MELLOW MUSIC PLAYS,ADJ + NOUN + VERB,JJ + NN + VBZ
-WwpQWP7zPI,128.611,130.578,https://www.youtube.com/watch?v=-WwpQWP7zPI&t=128,[AUDIO TROUBLE],1,0,1,0,0,0,0,0,AUDIO TROUBLE,ADJ + NOUN,JJ + NN
